 
 i  |     re(lambda)     im(lambda) |     s(eig) |   ||V'*x|| |   ||U'*y|| |  criterion | reg. fin.
---------------------------------------------------------------------------------------------------
  1 |  -2.929638e-12   0.000000e+00 |   3.36e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  2 |   2.000487e+00   0.000000e+00 |   2.81e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  3 |   2.000711e+00   0.000000e+00 |   3.69e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  4 |   2.000711e+00   0.000000e+00 |   3.69e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  5 |   6.004728e+00   0.000000e+00 |   3.88e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  6 |   6.004728e+00   0.000000e+00 |   3.88e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  7 |   6.008420e+00   0.000000e+00 |   2.95e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  8 |   6.009358e+00   0.000000e+00 |   3.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  9 |   6.009358e+00   0.000000e+00 |   3.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 10 |   1.201742e+01   0.000000e+00 |   3.97e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 11 |   1.201764e+01   0.000000e+00 |   3.96e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 12 |   1.203201e+01   0.000000e+00 |   3.31e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 13 |   1.203201e+01   0.000000e+00 |   3.31e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 14 |   1.203582e+01   0.000000e+00 |   3.08e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 15 |   1.203582e+01   0.000000e+00 |   3.08e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 16 |   1.203979e+01   0.000000e+00 |   2.90e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 17 |   2.004775e+01   0.000000e+00 |   4.05e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 18 |   2.004775e+01   0.000000e+00 |   4.05e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 19 |   2.007520e+01   0.000000e+00 |   3.54e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 20 |   2.008343e+01   0.000000e+00 |   3.39e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 21 |   2.009300e+01   0.000000e+00 |   3.21e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 22 |   2.009300e+01   0.000000e+00 |   3.21e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 23 |   2.011397e+01   0.000000e+00 |   3.00e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 24 |   2.011397e+01   0.000000e+00 |   3.00e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 25 |   2.011487e+01   0.000000e+00 |   2.94e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 26 |   3.010584e+01   0.000000e+00 |   4.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 27 |   3.010584e+01   0.000000e+00 |   4.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 28 |   3.016449e+01   0.000000e+00 |   3.57e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 29 |   3.016449e+01   0.000000e+00 |   3.57e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 30 |   3.019211e+01   0.000000e+00 |   3.29e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 31 |   3.019516e+01   0.000000e+00 |   3.38e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 32 |   3.024321e+01   0.000000e+00 |   3.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 33 |   3.024321e+01   0.000000e+00 |   3.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 34 |   3.026000e+01   0.000000e+00 |   2.98e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 35 |   3.026000e+01   0.000000e+00 |   2.98e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 36 |   3.027556e+01   0.000000e+00 |   2.96e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 37 |   4.219954e+01   0.000000e+00 |   4.12e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 38 |   4.221090e+01   0.000000e+00 |   4.17e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 39 |   4.230428e+01   0.000000e+00 |   3.65e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 40 |   4.230428e+01   0.000000e+00 |   3.65e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 41 |   4.235123e+01   0.000000e+00 |   3.45e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 42 |   4.235123e+01   0.000000e+00 |   3.45e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 43 |   4.243519e+01   0.000000e+00 |   3.19e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 44 |   4.245485e+01   0.000000e+00 |   3.20e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 45 |   4.249212e+01   0.000000e+00 |   3.06e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 46 |   4.249212e+01   0.000000e+00 |   3.06e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 47 |   4.253657e+01   0.000000e+00 |   2.97e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 48 |   4.253816e+01   0.000000e+00 |   2.96e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 49 |   4.253816e+01   0.000000e+00 |   2.96e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 50 |   5.636120e+01   0.000000e+00 |   4.20e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
