-1.2504,-0.38012,0.49018,1.3605,-0.5977,0.055029,0.27261,0.70776,0.92533,1.1429,0.49018,0.055029,0.27261,1.1429,-0.38012,-0.5977,0.27261,0.92533,0.49018,0.055029,0.27261,1.1429,-0.38012,-0.5977,0.27261,0.92533,0.27261,0.49018,0.70776,0.92533,1.1429,0.92533,0.49018,0.70776,0.92533,1.1429,0.92533,-0.38012,0.70776,0.92533,0.27261,0.27261,0.49018,0.70776,0.92533,1.1429,0.92533,-0.38012,0.70776,0.92533,0.27261,0.27261,-0.38012,0.70776,0.92533,0.27261,0.27261,-1.2504,0.70776,0.055029,-0.5977,-0.5977,0.055029,-0.5977,0.055029
1.2363,0.85716,0.48307,-0.12446,0.94675,0.69483,0.5976,0.38178,0.26148,0.087175,0.48307,0.69483,0.5976,0.087175,0.85716,0.94675,0.5976,0.26148,0.48307,0.69483,0.5976,0.087175,0.85716,0.94675,0.5976,0.26148,0.5976,-0.48307,0.26537,-0.062231,-0.27387,-0.062231,-0.48307,0.26537,-0.062231,-0.27387,-0.062231,-0.60823,-0.3276,-0.38595,-0.53537,-0.53537,-0.48307,0.26537,-0.062231,-0.27387,-0.062231,-0.60823,-0.3276,-0.38595,-0.53537,-0.53537,-0.60823,-0.3276,-0.38595,-0.53537,-0.53537,-0.7384,-0.44401,-0.57037,-0.63559,-0.63559,-0.57037,-0.63559,-0.57037
-0.7949,-1.8309,-0.857,0.39745,-1.3605,-0.83465,-1.0736,0.099362,0.026313,-0.035858,0.19023,-0.057565,-0.43882,0.37221,-0.80642,-0.74322,-0.74858,0.14953,0.66677,0.29605,0.17505,0.5579,1.445,0.61328,0.60046,0.42033,0.88931,0.66677,-0.18184,0.18384,0.5579,0.26578,0.19023,0.019135,0.14655,0.37221,0.26578,1.445,0.46079,0.42033,0.88931,0.60046,-0.857,0.46079,0.14655,-0.035858,0.18384,-0.80642,0.019135,0.14953,0.17505,-0.74858,-1.8309,-0.18184,0.026313,-0.43882,-1.0736,-0.7949,0.099362,0.29605,0.61328,-0.74322,-0.057565,-1.3605,-0.83465
-0.81663,-1.7082,0.27513,0.40831,-1.2936,1.2581e-12,-0.34769,0.10208,0.047816,0.41344,-0.87974,-0.85697,-1.0477,-0.036573,1.483,0.62916,0.66472,0.43164,0.60462,0.2445,0.86444,0.54184,-0.99981,-0.86677,-0.82299,0.13301,0.07676,0.60462,-0.15291,0.27299,0.54184,0.18263,-0.87974,0.4731,0.15685,-0.036573,0.18263,-0.99981,-0.013953,0.13301,0.07676,-0.82299,0.27513,-0.013953,0.15685,0.41344,0.27299,1.483,0.4731,0.43164,0.86444,0.66472,-1.7082,-0.15291,0.047816,-1.0477,-0.34769,-0.81663,0.10208,0.2445,-0.86677,0.62916,-0.85697,-1.2936,0
0.48662,-1.115,-0.90315,-0.24331,-0.51656,-0.50179,-0.86762,-0.060827,-0.2225,-0.60622,0.31808,0.34123,-0.17527,-0.033249,-0.49513,-0.14204,-0.67759,-0.17648,0.58507,0.52553,0.16613,0.092017,2.34,1.571,0.88397,0.034013,1.0353,-0.58507,-0.45782,-0.55328,-0.45698,-0.19909,-0.31808,-0.27666,-0.47584,-0.33172,-0.04422,-1.8534,-0.67365,-0.27732,-0.91369,-0.76232,0.90315,0.55199,0.23253,0.24125,0.30997,0.98175,0.155,-0.066831,-0.044473,0.79924,1.6016,0.33617,-0.020812,0.29693,0.98928,0.48662,-0.060827,-0.28222,-0.96274,0.75032,-0.097916,1.1248,0.7451
-0.42564,1.4241,-0.15415,0.21282,0.72301,-0.21282,0.36124,0.053205,0.22794,0.087292,0.85923,0.48672,0.93576,0.56274,-2.2076,-1.4713,-0.75215,-0.041687,-0.70508,-0.59313,-1.0645,-0.17119,0.14505,-0.049795,0.54363,0.13298,-0.34322,0.70508,0.53163,0.26619,0.49042,0.5601,-0.85923,-0.52981,-0.1875,-0.24351,-0.34728,-0.57069,-0.051391,0.07984,0.23681,-0.65004,0.15415,0.1578,0.40031,0.23194,-0.053374,1.7819,0.63622,0.25451,0.95808,0.64574,-1.8497,-0.42522,-0.015118,-1.0422,-0.46765,-0.42564,0.053205,0.38031,-0.48225,0.93924,-0.69954,-1.2551,0
-1.7176,-5.5724,0.87205,0.85881,-3.4422,2.0752e-13,-0.89321,0.2147,1.2222,0.80269,0.30244,-0.28048,-1.3345,0.69911,0.35498,-0.46357,0.80967,0.22525,-1.1745,-1.0077,-0.77599,0.43054,2.641,0.6852,1.0251,-0.15926,-0.11923,-1.1745,-0.1029,0.4253,0.43054,0.41755,0.30244,0.29649,0.44538,0.69911,0.41755,2.641,0.45052,-0.15926,-0.11923,1.0251,0.87205,0.45052,0.44538,0.80269,0.4253,0.35498,0.29649,0.22525,-0.77599,0.80967,-5.5724,-0.1029,1.2222,-1.3345,-0.89321,-1.7176,0.2147,-1.0077,0.6852,-0.46357,-0.28048,-3.4422,0
2.7027,2.6712,0.85271,-1.3513,2.3524,1.0955,1.3777,-0.33783,-0.89766,-0.85844,-1.1816,0.093848,-0.19847,-1.2284,-3.3907,-0.69378,-0.36383,0.12193,0.32886,0.8376,-0.7697,-0.9537,4.7735,3.4089,0.40551,-1.2513,1.5758,0.32886,-0.2489,-0.6596,-0.9537,-0.68726,-1.1816,-0.65735,-0.68014,-1.2284,-0.68726,4.7735,-0.10725,-1.2513,1.5758,0.40551,0.85271,-0.10725,-0.68014,-0.85844,-0.6596,-3.3907,-0.65735,0.12193,-0.7697,-0.36383,2.6712,-0.2489,-0.89766,-0.19847,1.3777,2.7027,-0.33783,0.8376,3.4089,-0.69378,0.093848,2.3524,1.0955
-0.10882,-1.4694,1.2224,0.054412,-0.75609,0.54679,0.47805,0.013603,0.21776,0.29479,-0.80878,-0.40698,-1.0578,-0.12723,-2.8212,-1.4135,0.064717,0.39981,-0.41362,-0.22143,-1.1723,-0.04513,4.1274,1.9655,0.65347,-0.53595,0.95226,0.41362,0.017877,0.21506,0.12675,-0.018168,0.80878,0.02196,0.26043,0.20885,0.07258,-4.2362,0.026234,0.59037,-0.97947,-0.68068,-1.2224,0.00097224,-0.20602,-0.21317,-0.16065,2.7124,0.0052461,-0.3454,1.1451,-0.091923,1.3606,0.0093292,-0.16335,1.0306,-0.50526,-0.10882,0.013603,0.16701,-2.1015,1.2774,0.35257,0.62006,-0.6012
-0.42851,3.7975,-0.22815,0.21426,1.683,-0.21426,1.0006,0.053564,-0.43314,0.11329,-0.94456,-0.55066,0.45886,-0.035561,-3.4456,-1.8391,-1.2141,0.54229,1.1727,0.44353,-0.15484,0.40435,-0.99474,-0.64735,-1.0064,0.21224,0.59452,-1.1727,0.041447,-0.053723,-0.082964,-0.13598,0.94456,0.063324,0.18939,0.35695,0.35024,0.56622,0.051207,0.0020216,-0.70164,0.89928,0.22815,0.055922,0.024867,0.2081,0.26798,3.017,0.043804,-0.32803,0.047714,1.1069,-4.226,0.065682,0.64739,-0.56599,-1.1077,-0.42851,0.053564,-0.65778,0.11171,1.3035,0.3364,-2.2187,-3.035e-13
-3.1341,4.2826,0.6264,-8.9544,0.47404,0.045193,1.5052,-1.5379,-2.5622,-4.6008,0.6264,0.045193,1.5052,-4.6008,4.2826,0.47404,1.5052,-2.5622,0.6264,0.045193,1.5052,-4.6008,4.2826,0.47404,1.5052,-2.5622,1.5052,0.6264,-0.154,-2.1248,-4.6008,-2.1248,0.6264,-0.154,-2.1248,-4.6008,-2.1248,4.2826,-0.154,-2.5622,1.5052,1.5052,0.6264,-0.154,-2.1248,-4.6008,-2.1248,4.2826,-0.154,-2.5622,1.5052,1.5052,4.2826,-0.154,-2.5622,1.5052,1.5052,-3.1341,-1.5379,0.045193,0.47404,0.47404,0.045193,0.47404,0.045193
-13.721,-1.3145,0.61539,1.6312,-6.1956,-2.7514,0.0038111,0.13811,1.0429,1.3802,0.61539,-2.7514,0.0038111,1.3802,-1.3145,-6.1956,0.0038111,1.0429,0.61539,-2.7514,0.0038111,1.3802,-1.3145,-6.1956,0.0038111,1.0429,0.0038111,-0.61539,1.0917,0.81561,1.0666,0.81561,-0.61539,1.0917,0.81561,1.0666,0.81561,-1.9479,-0.27608,0.58826,-0.81942,-0.81942,-0.61539,1.0917,0.81561,1.0666,0.81561,-1.9479,-0.27608,0.58826,-0.81942,-0.81942,-1.9479,-0.27608,0.58826,-0.81942,-0.81942,7.1958,0.67749,1.1202,2.1176,2.1176,1.1202,2.1176,1.1202
-2.9046,1.5041,-1.0878,11.791,-0.3357,-1.5574,-0.5135,1.0766,1.9942,5.4121,-1.0878,-1.5574,-0.5135,5.4121,1.5041,-0.3357,-0.5135,1.9942,-1.0878,-1.5574,-0.5135,5.4121,1.5041,-0.3357,-0.5135,1.9942,-0.5135,-1.0878,0.73782,1.8726,5.4121,1.8726,-1.0878,0.73782,1.8726,5.4121,1.8726,1.5041,0.73782,1.9942,-0.5135,-0.5135,-1.0878,0.73782,1.8726,5.4121,1.8726,1.5041,0.73782,1.9942,-0.5135,-0.5135,1.5041,0.73782,1.9942,-0.5135,-0.5135,-2.9046,1.0766,-1.5574,-0.3357,-0.3357,-1.5574,-0.3357,-1.5574
4.2149,5.4481,-1.1629,0.1016,4.1379,0.37133,0.56008,-0.31083,-1.1774,-0.19151,-1.1629,0.37133,0.56008,-0.19151,5.4481,4.1379,0.56008,-1.1774,-1.1629,0.37133,0.56008,-0.19151,5.4481,4.1379,0.56008,-1.1774,0.56008,1.1629,0.04889,0.0508,0.34391,0.0508,1.1629,0.04889,0.0508,0.34391,0.0508,-5.6513,0.0019105,1.279,-0.61088,-0.61088,1.1629,0.04889,0.0508,0.34391,0.0508,-5.6513,0.0019105,1.279,-0.61088,-0.61088,-5.6513,0.0019105,1.279,-0.61088,-0.61088,-4.6213,0.36163,-0.47293,-4.3919,-4.3919,-0.47293,-4.3919,-0.47293
