Real Eigenvalue,Numerical Eigenvalues
2,2.139679147995293 2.203306891103431 2.203306891103458 
6,7.426059245610526 7.426059245610546 8.856242060014013 8.882937582167028 8.882937582167031 
12,
20,16.469683124184169 18.024938321897878 20.406526188317365 20.406526188317383 
30,26.280337860344769 26.382095227059764 26.865346162251470 26.865346162251491 27.287257025287186 27.287257025287236 34.016381726983568 
42,
56,
72,
90,89.199005824304422 
110,
