 
 i  |     re(lambda)     im(lambda) |     s(eig) |   ||V'*x|| |   ||U'*y|| |  criterion | reg. fin.
---------------------------------------------------------------------------------------------------
  1 |   1.131865e-11   0.000000e+00 |   3.37e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  2 |   2.000000e+00   0.000000e+00 |   3.66e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  3 |   2.000000e+00   0.000000e+00 |   3.40e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  4 |   2.000000e+00   0.000000e+00 |   3.04e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  5 |   6.002468e+00   0.000000e+00 |   3.89e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  6 |   6.002468e+00   0.000000e+00 |   3.89e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  7 |   6.004594e+00   0.000000e+00 |   2.95e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  8 |   6.007123e+00   0.000000e+00 |   3.11e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
  9 |   6.007123e+00   0.000000e+00 |   3.11e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 10 |   1.201298e+01   0.000000e+00 |   3.96e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 11 |   1.201309e+01   0.000000e+00 |   3.97e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 12 |   1.202686e+01   0.000000e+00 |   3.25e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 13 |   1.202686e+01   0.000000e+00 |   3.25e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 14 |   1.202831e+01   0.000000e+00 |   3.14e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 15 |   1.202831e+01   0.000000e+00 |   3.14e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 16 |   1.203367e+01   0.000000e+00 |   2.92e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 17 |   2.004041e+01   0.000000e+00 |   4.05e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 18 |   2.004041e+01   0.000000e+00 |   4.05e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 19 |   2.006631e+01   0.000000e+00 |   3.55e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 20 |   2.007559e+01   0.000000e+00 |   3.40e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 21 |   2.008128e+01   0.000000e+00 |   3.20e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 22 |   2.008128e+01   0.000000e+00 |   3.20e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 23 |   2.010045e+01   0.000000e+00 |   2.93e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 24 |   2.010282e+01   0.000000e+00 |   3.01e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 25 |   2.010282e+01   0.000000e+00 |   3.01e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 26 |   3.009501e+01   0.000000e+00 |   4.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 27 |   3.009501e+01   0.000000e+00 |   4.10e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
 28 |   3.015198e+01   0.000000e+00 |   3.58e-01 |   0.00e+00 |   0.00e+00 |   0.00e+00 |  1    1
