 
 i  |     re(lambda)     im(lambda) |     s(eig) |   ||V'*x|| |   ||U'*y|| |  criterion | reg. fin.
---------------------------------------------------------------------------------------------------
  1 |   7.689944e+05   1.313896e-02 |   1.59e-11 |   4.45e-14 |   4.71e-14 |   4.71e-14 |  1    1
  2 |   7.689944e+05  -1.313896e-02 |   1.59e-11 |   4.45e-14 |   4.71e-14 |   4.71e-14 |  1    1
  3 |   3.446746e+05   0.000000e+00 |   1.88e-11 |   4.90e-14 |   3.48e-14 |   4.90e-14 |  1    1
  4 |   3.446746e+05   0.000000e+00 |   3.20e-11 |   5.13e-14 |   4.57e-14 |   5.13e-14 |  1    1
  5 |   1.569241e+05   0.000000e+00 |   4.92e-10 |   5.22e-14 |   4.60e-14 |   5.22e-14 |  1    1
  6 |   4.299938e+05   0.000000e+00 |   3.64e-10 |   5.00e-14 |   5.24e-14 |   5.24e-14 |  1    1
  7 |   1.415174e+05   0.000000e+00 |   2.63e-09 |   5.34e-14 |   5.09e-14 |   5.34e-14 |  1    1
  8 |   3.446746e+05   6.576398e-03 |   1.47e-11 |   5.38e-14 |   4.75e-14 |   5.38e-14 |  1    1
  9 |   3.446746e+05  -6.576398e-03 |   1.47e-11 |   5.38e-14 |   4.75e-14 |   5.38e-14 |  1    1
 10 |   3.446746e+05   0.000000e+00 |   4.93e-11 |   5.40e-14 |   4.02e-14 |   5.40e-14 |  1    1
 11 |   4.650603e+05   6.158551e-04 |   4.81e-12 |   4.78e-14 |   5.53e-14 |   5.53e-14 |  1    1
 12 |   4.650603e+05  -6.158551e-04 |   4.81e-12 |   4.78e-14 |   5.53e-14 |   5.53e-14 |  1    1
 13 |   4.369085e+05   0.000000e+00 |   7.84e-11 |   5.66e-14 |   5.33e-14 |   5.66e-14 |  1    1
 14 |   7.689944e+05   0.000000e+00 |   1.04e-11 |   5.85e-14 |   4.08e-14 |   5.85e-14 |  1    1
 15 |   1.231272e+05   1.101702e-05 |   5.74e-10 |   5.52e-14 |   5.91e-14 |   5.91e-14 |  1    1
 16 |   1.231272e+05  -1.101702e-05 |   5.74e-10 |   5.52e-14 |   5.91e-14 |   5.91e-14 |  1    1
 17 |   1.427512e+05   0.000000e+00 |   1.25e-10 |   5.94e-14 |   4.63e-14 |   5.94e-14 |  1    1
 18 |   2.452632e+05   0.000000e+00 |   3.39e-10 |   5.95e-14 |   5.92e-14 |   5.95e-14 |  1    1
 19 |   1.427512e+05   0.000000e+00 |   1.27e-10 |   5.96e-14 |   5.47e-14 |   5.96e-14 |  1    1
 20 |   7.689944e+05   0.000000e+00 |   2.13e-11 |   5.98e-14 |   3.21e-14 |   5.98e-14 |  1    1
